Lien,,Auteur ,Titre bref,Lieu/Imprimeur,Date,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=516&tbl=gln_edit&no=1943,517,[G. Gueroult],Second livre des pseaulmes et sentences mis en musique en forme de motetz,"[Ge], S. Du Bosc & Guillaume Guéroult",1555,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=517&tbl=gln_edit&no=5845,518,G. Gueroult,"Suyte du premier livre des chansons spirituelles, contenant cinq chansons spirituelles composées par cinq escholiers detenus prisonniers à Lyon en l'an 1553","[Ge], [S. Du Bosc & Guillaume Guéroult] ",1554,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=518&tbl=gln_edit&no=1944,519,[G. Gueroult],Tiers livre où sont contenues plusieurs chansons tant anciennes que modernes,"[Ge], S. Du Bosc & Guillaume Guéroult",1555,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=519&tbl=gln_edit&no=6977,520,[G. Gueroult],[Premier livre des pseaulmes mis en musique en forme de motetz],"[Ge], [S. Du Bosc & Guillaume Guéroult]",[1554],,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=520&tbl=gln_edit&no=1899,521,F. Guilletat,Discours chrestien sur les conspirations dressées contre l'Eglise de Christ,"Ge, P. Hamelin.",1552,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=521&tbl=gln_edit&no=1900,522,F. Guilletat,Propos du vray chrestien regeneré par la Parolle et par l'Esprit de Dieu,"Ge, P. Hamelin.",1552,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=522&tbl=gln_edit&no=2116,523,R. Gwalter,"Antechrist, c'est à dire cinq homelies ou sermons par lesquels il prouve le pape de Rome estre le vray antechrist.","[Ge], N. Barbier & Thomas Courteau",1559,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=523&tbl=gln_edit&no=1593,524,[J. de Hainaut],Estat de l'Eglise,"[Ge], [J. Crespin].",1556,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=524&tbl=gln_edit&no=1607,525,J. de Hainaut,Estat de l'Eglise,"[Ge], [J. Crespin].",1557,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=525&tbl=gln_edit&no=1632,526,J. de Hainaut,Estat de l'Eglise. 3e édition,"[Ge], [J. Crespin].",1558,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=526&tbl=gln_edit&no=1942,527,Histoire,"Histoire des vies et faits de trois excellens personnages, de Martin Luther, de Jan Ecolampade, de Huldrich Zwingle, le tout traduit en françois","[Ge], P. J. Poullain & René Houdouyn",1555,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=527&tbl=gln_edit&no=1584,528,Histoire,Histoire memorable de la persecution de Merindol et Cabrieres,"[Ge], [J. Crespin].",1555,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=528&tbl=gln_edit&no=1594,529,Histoire,Histoire memorable de la persecution de Merindol et Cabrieres,"[Ge], [J. Crespin].",1556,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=529&tbl=gln_edit&no=1654,530,Homerus,<Ilias>. Ilias (texte grec et trad. latine),"[Ge], J. Crespin, d’ Arras",1559,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=530&tbl=gln_edit&no=1655,531,Homerus,<Ilias>. Ilias (texte grec et trad. latine),"[Ge], J. Crespin.",1560,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=531&tbl=gln_edit&no=1653,532,Homerus,<Ilias>. Ilias (texte grec),"[Ge], J. Crespin, d’ Arras",1559,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=532&tbl=gln_edit&no=1926,533,F. Hotman,Commentariorum in Orationes M. T. Ciceronis primum volumen,"[Ge], R. Estienne.",1554,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=533&tbl=gln_edit&no=1569,534,F. Hotman,De statu primitivæ ecclesiæ,"« Hi », J. Crespin.",1553,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=534&tbl=gln_edit&no=1570,535,F. Hotman,De statu primitivæ ecclesiæ,"« Hi », J. Crespin.",1554,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=535&tbl=gln_edit&no=1572,536,Indice,Indice et concordance des choses contenues en la Bible,"Ge, J. Crespin.",1554,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=536&tbl=gln_edit&no=1573,537,Indice,Indice et concordance des choses contenues en la Bible,"[Ge], J. Crespin.",1554,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=537&tbl=gln_edit&no=2151,538,Indice,Indice ou table des principales matieres contenues en toute la Bible,"[Ge], J. B. Pinereul pour Jean Durant",1560,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=538&tbl=gln_edit&no=6761,539,P. Jambe-de-Fer,Psalmodie de quarante et un pseaumes royaux.,"[Ge ?], M. Du Bois.",1559,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=539&tbl=gln_edit&no=1633,540,[T. Kirchmeyer],Marchant converti,"[Ge], J. Crespin.",1558,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=540&tbl=gln_edit&no=1668,541,J. Knox,Answer to a great nomber af blasphemous cavillations written by an Anabaptist,"[Ge], J. Crespin.",1560,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=541&tbl=gln_edit&no=1634,542,J. Knox & al.,Appellation from the sentence pronounced against him. (An admonition to England and Scotland).,"Ge, [P. J. Poullain & Antoine Reboul] ",1558,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=542&tbl=gln_edit&no=2093,543,J. Knox,"Copie of a letter delivered to the ladie Marie, Regent of Scotland","Ge, P. J. Poullain & Antoine Reboul",1558,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=543&tbl=gln_edit&no=2120,544,J. Knox,Copie of an epistle sent unto the inhabitants of Newcastle and Barwike,"Ge, s.n..",1559,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=544&tbl=gln_edit&no=1635,545,[J. Knox],First blast of the trumpet against the regiment of women,"[Ge], [P. J. Poullain & Antoine Reboul] ",1558,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=545&tbl=gln_edit&no=1739,546,S. Lentolo,Italicæ grammatices præcepta ac ratio,"[Ge], J. Crespin.",[1567] « 1557 »,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=546&tbl=gln_edit&no=1574,547,Lexicon,Lexicon græco-latinum,"[Ge], J. Crespin.",1554,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=547&tbl=gln_edit&no=1575,548,Lexicon,Lexicon græco-latinum,"[Ge], J. Crespin & Nicolas Barbier",1554,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=548&tbl=gln_edit&no=2034,549,[W. Lily],Short introduction of grammar generallie to be used for the bringyng uf [!] of all those that intend to attaine the inowledge [!] of the latin tongue. Brevissima institutio seu ratio grammatices cognoscendæ.,"[Ge], [C. Badius].",1557,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=549&tbl=gln_edit&no=2035,550,[W. Lily],Short introduction of grammar generallie to be used for the bringyng up of all those that intend to attaine the knowledge of the latin tongue. Brevissima institutio seu ratio grammatices cognoscendæ.,"[Ge], [C. Badius].",1557,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=550&tbl=gln_edit&no=6409,551,Livre,Livre de prieres et oraisons.,"[Ge], J. Bonnefoy.",1558,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=551&tbl=gln_edit&no=1636,552,M. Luther,Commentaire sur les revelations de Joel et Jonas,"[Ge], J. Crespin.",1558,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=552&tbl=gln_edit&no=6789,553,[M. Luther],"Declaration entiere des fondemens de la doctrine chrestienne, faicte sur l'epistre de S. Paul aux Galatiens","[Ge], J. Crespin.",1552,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=553&tbl=gln_edit&no=1567,554,M. Luther,"Declaration entiere des fondemens de la doctrine chrestienne, faicte sur l'exposition de l'epistre de S. Paul aux Galatiens","Ge, J. Crespin.",1552,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=554&tbl=gln_edit&no=2152,555,M. Luther,"Declaration entiere des fondemens de la doctrine chrestienne, faite sur l'Epistre de S. Paul aux Galatiens.","[Ge], J. Bonnefoy.",1560,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=555&tbl=gln_edit&no=2037,556,M. Luther,"Exposition sur les deux espistres de sainct Pierre et sur celle de sainct Jude, traduicte de latin en françois","Ge, J. Girard.",1557,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=556&tbl=gln_edit&no=1608,557,M. Luther,Livre de l'Ecclesiaste familierement expliqué,"[Ge], J. Crespin.",1557,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=557&tbl=gln_edit&no=1967,558,M. Luther,Præfatio methodica Scripturæ (trad. J. Jonas),"Ge, J. Crespin & Conrad Badius",1550,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=558&tbl=gln_edit&no=1972,559,[M. Luther],Quatorze images de vraye et parfaicte consolation,"[Ge], [J. Crespin].",1552,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=559&tbl=gln_edit&no=1999,560,M. Luther,Traicté tres excellent de la liberté chrestienne,"[Ge], P. J. Poullain.",1556,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=560&tbl=gln_edit&no=2038,561,[M. Luther],"Traitté des conciles et de la vraye Eglise, traduit en françois [par François Bourgoin]","[Ge], N. Barbier & Thomas Courteau",1557,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=561&tbl=gln_edit&no=6757,562,N. Machiavelli,Tutte le opere,"[Ge], [B. Aubert].",[± 1628] « 1550 »,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=562&tbl=gln_edit&no=6758,563,N. Machiavelli,Tutte le opere,"[Ge], [B. Aubert & Pierre Chouet]",[± 1635] « 1550 »,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=563&tbl=gln_edit&no=6759,564,N. Machiavelli,Tutte le opere,"[Ge], [J. Stoer pour les Héritiers de Pierre Aubert & Pierre Chouet]",[± 1640] « 1550 »,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=564&tbl=gln_edit&no=6760,565,N. Machiavelli,Tutte le opere,"[Ge], [S. Chouet].",[± 1660] « 1550 »,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=565&tbl=gln_edit&no=1585,566,[A. Mainardi],"Anatomie de la messe et du messel, trad. de Charles de Jonviller","[Ge], [J. Crespin].",1555,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=566&tbl=gln_edit&no=1586,567,[A. Mainardi],"Anatomie de la messe et du messel, trad. de Charles de Jonviller","[Ge], J. Crespin.",1555,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=567&tbl=gln_edit&no=1609,568,[A. Mainardi],"Anatomie de la messe et du messel, [trad. par Charles de Jonvillers]","[Ge], [J. Crespin].",1557,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=568&tbl=gln_edit&no=1973,569,[G. Major],De la source et authorité de la Parolle de Dieu,"Ge, J. Crespin.",1552,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=569&tbl=gln_edit&no=6134,570,[G. Major],De la source et authorité de la Parolle de Dieu,"[Ge], [J. Crespin].",1552,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=570&tbl=gln_edit&no=1837,571,[M. Malingre],Recueil de plusieurs chansons spirituelles tant vieilles que nouvelles,"[Ge], [J. Girard ?].",1555,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=571&tbl=gln_edit&no=1430,572,[M. Malingre],Second livre des chansons spirituelles,"[Ge], [J. Girard ?].",1555,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=572&tbl=gln_edit&no=1954,573,A. Marcourt,Declaration de la messe,"[Ge], J. Girard.",1553,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=573&tbl=gln_edit&no=5252,574,A. Marcourt,Declaration de la Messe.,"[Ge], [J. Girard].",1551,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=574&tbl=gln_edit&no=6125,575,[A. Marcourt],"Livre des marchans, reveu et augmenté","Ge, J. de Laon & Lucas de Mortières",1555,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=575&tbl=gln_edit&no=2041,576,Maximus Tyrius,<Platônikoi Logoi ma>. Sermones sive disputationes XLI. Græcæ nunc primum editæ. Ed. Henri Estienne,"[Ge], H. II Estienne, imprimeur parisien",1557,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=576&tbl=gln_edit&no=2042,577,Maximus Tyrius,Sermones sive disputationes XLI. ex Cosmi Paccii interpretatione ab Henrico Stephano emendata,"[Ge], H. II Estienne, imprimeur parisien",1557,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=577&tbl=gln_edit&no=248,578,Meditationum,Meditationum ac precationum christianarum libellus,"« Ly », [J. Crespin].",1552,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=578&tbl=gln_edit&no=5915,579,Meditationum,Meditationum ac precationum christianarum libellus,"Ge, J. Crespin.",1552,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=579&tbl=gln_edit&no=322,580,P. Melanchthon & al.,Commentaire sur le livre des revelations du prophete Daniel,"[Ge], J. Crespin.",1555,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=580&tbl=gln_edit&no=377,581,P. Melanchthon & al.,De deux monstres prodigieux,"[Ge], J. Crespin.",1557,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=581&tbl=gln_edit&no=1815,582,P. Melanchthon,"De la puissance et authorité de l'Eglise, et comment sans la parolle de Dieu elle ne peut estre cogneue, translatée de latin en françois","[Ge], [J. Girard].",1550,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=582&tbl=gln_edit&no=2121,583,P. Melanchthon,"Exposition sur l'Epistre de S. Paul aux Colossiens, traduite de latin en françois","[Ge], J. Bonnefoy.",1559,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=583&tbl=gln_edit&no=221,584,P. Melanchthon,Somme de theologie ou lieux communs reveuz et augmentés,"Ge, J. Crespin.",1551,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=584&tbl=gln_edit&no=2095,585,Motets,"Primus liber modulorum, quatuor et quinque vocum (quos vulgus motteta vocat), a quibusvis celeberrimis authoribus excerptus","[Ge], J. Derbilly.",[1558],,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=585&tbl=gln_edit&no=1928,586,Motets,"Primus liber motetorum, quatuor et quinque vocum, a quibusvis celeberrimis authoribus excerptus et nunc primum in lucem editus","[Ge], S. Du Bosc & Guillaume Guéroult",1554,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=586&tbl=gln_edit&no=5646,587,Motets,"Quartus liber modulorum, quatuor et quinque vocum (quo vulgus moteta vocat) a quibusvis celeberrimis authoribus excerptus","[Ge], M. Du Bois.",[1559],,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=587&tbl=gln_edit&no=5643,588,Motets,"Quartus liber modulorum, quatuor, quinque et sex vocum (quos vulgus moteta vocat) a quibusvis celeberrimis authoribus excerptus","[Ge], S. Du Bosc & Guillaume Guéroult",1555,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=588&tbl=gln_edit&no=1997,589,Motets,"Quintus liber modulorum, quinque vocum, quos vulgus moteta vocat, ab excellentissimo Clemente non papa ædita.","[Ge], S. Du Bosc.",1556,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=589&tbl=gln_edit&no=1929,590,Motets,"Secundus liber modulorum, quatuor, quinque et sex vocum (quos vulgus motteta vocat) a quibusvis celeberrimis authoribus excerptus et nunc primum in lucem editus","[Ge], S. Du Bosc & Guillaume Guéroult",1554,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=590&tbl=gln_edit&no=5645,591,Motets,Secundus liber modulorum.,"[Ge], J. Derbilly.",[1558],,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=591&tbl=gln_edit&no=5644,592,Motets,"Septimus liber modulorum, quatuor, quinque et sex vocum, quos vulgus moteta vocat.","[Ge], S. Du Bosc.",1556,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=592&tbl=gln_edit&no=1998,593,Motets,"Sextus liber modulorum, quatuor, quinque et sex vocum, (quos vulgus moteta vocat).","[Ge], S. Du Bosc.",1556,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=593&tbl=gln_edit&no=2122,594,Motets,"Tertius liber modulorum, quatuor et quinque vocum (quo vulgus moteta vocat) a quibusvis celeberrimis authoribus excerptus","[Ge], M. Du Bois.",[1559],,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=594&tbl=gln_edit&no=1947,595,Motets,"Tertius liber modulorum, quatuor, quinque et sex vocum (quos vulgus moteta vocat) a quibusvis celeberrimis authoribus excerptus","[Ge], S. Du Bosc & Guillaume Guéroult",1555,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=595&tbl=gln_edit&no=1656,596,F. Negri,Liberum arbitrium tragœdia,"[Ge], J. Crespin.",1559,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=596&tbl=gln_edit&no=1637,597,[F. Negri],Tragedie du roy franc-arbitre,"[Ge], J. Crespin.",1558,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=597&tbl=gln_edit&no=1930,598,[B. Ochino],Apologi nelli quali si scuoprano li abusi della sinagoga del Papa,"[Ge], [J. Girard].",1554,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=598&tbl=gln_edit&no=1931,599,[B. Ochino],"Apologues esquels se descouvrent les abuz, folies de la synagogue du pape, traduits d'Italien","[Ge], J. Girard.",1554,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=599&tbl=gln_edit&no=2123,600,B. Ochino,Dialogue touchant le purgatoire,"[Ge], A. Cercia.",1559,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=600&tbl=gln_edit&no=1610,601,[B. Ochino],Imagen del Antechristo. (De la generacion del Antechristo).,"Ge, [J. Crespin].",[1557],,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=601&tbl=gln_edit&no=1611,602,[B. Ochino],Imagen del Antechristo. (De la generacion del Antechristo).,"[Ge], [J. Crespin].",[1557],,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=602&tbl=gln_edit&no=5639,603,B. Ochino,Imagine del Antechristo,"[Ge], [J. Girard].",1550,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=603&tbl=gln_edit&no=1906,604,Oraisons,Oraisons sainctes recueillies de mot à mot des pseaumes et accommodées selon le zele et desir d'un chascun qui voudra prier,"[Ge], P. Hamelin.",1553,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=604&tbl=gln_edit&no=1462,605,Paul III & al.,Admonition paternelle du Pape Paul III à l'empereur Charles V. avec Expositions de Calvin,"[Ge], s.n..",1556,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=605&tbl=gln_edit&no=1612,606,[J. Pérez],"Carta embiada a Philippe, rey de España","[Ge], [J. Crespin].",[1557],,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=606&tbl=gln_edit&no=1669,607,J. Pérez,Epistola para consolar a los fieles,"[Ge], s.n..",1560,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=607&tbl=gln_edit&no=1595,608,J. Pérez,Sumario breve de la doctrina christiana,"« Ve », [J. Crespin].",1556,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=608&tbl=gln_edit&no=2153,609,Pindarus,Olympia. Pythia. Nemea. Isthmia. Cæterorum octo lyricorum carmina. Omnia græce et latine,"[Ge], H. II Estienne, typographe d’Ulrich Fugger",1560,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=609&tbl=gln_edit&no=2096,610,Prières,"Prieres chrestiennes, et sainctes meditations, avec exposition sur le decalogue, le symbole des apostres, et l'oraison dominicale traduit de latin en francois","[Ge], P. J. Poullain & Antoine Reboul",1558,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=610&tbl=gln_edit&no=2119,611,L. Ragnoni,Formulario nel qual si contiene tutta la somma della vera dottrina e religion christiana.,"[Ge], J. B. Pinereul.",1559,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=611&tbl=gln_edit&no=369,612,Ratio,Ratio et forma publice orandi Deum atque administrandi sacramenta,"Ge, J. Crespin.",1556,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=612&tbl=gln_edit&no=2097,613,Recueil,Recueil de plusieurs chansons spirituelles.,"[Ge], A. Cercia.",1558,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=613&tbl=gln_edit&no=1670,614,[U. Rhegius],Breve tratado de la doctrina antigua y nueva,"[Ge], [Z. Durant].",1560,,,
